satisfaction_level,last_evaluation,number_project,sales,salary
0.57,0.86,3,support,medium
0.52,0.82,3,support,medium
0.71,0.55,5,support,medium
0.27,0.75,5,technical,medium
0.49,0.52,3,technical,high
0.59,0.5,3,technical,high
0.24,0.65,6,management,high
0.18,0.87,6,IT,high
0.73,0.62,5,IT,high
0.78,0.63,6,IT,high
0.94,0.73,5,IT,high
0.86,0.53,3,IT,high
0.97,0.88,4,product_mng,high
0.49,0.54,3,product_mng,high
0.82,0.48,4,product_mng,high
0.86,0.64,4,product_mng,high
0.3,0.39,3,IT,low
0.7,0.38,4,RandD,low
0.8,0.78,5,RandD,low
0.36,0.63,2,RandD,low
0.4,0.61,3,RandD,low
0.8,0.58,4,RandD,low
0.98,0.73,4,marketing,low
0.92,0.67,3,sales,low
0.68,1,3,accounting,low
1,0.59,3,support,low
0.8,0.54,3,technical,low
0.85,0.69,4,management,low
0.69,0.6,3,marketing,low
0.57,0.52,4,marketing,low
0.33,0.72,2,marketing,low
0.19,0.48,6,sales,medium
0.5,0.63,3,sales,medium
0.52,0.88,3,sales,medium
0.13,0.52,6,sales,medium
0.18,0.73,4,sales,medium
0.86,0.64,4,sales,medium
0.86,0.59,4,sales,medium
0.16,0.76,6,sales,medium
0.43,0.46,2,sales,medium
0.79,0.63,3,sales,medium
0.51,0.67,4,sales,medium
0.83,0.55,5,sales,medium
0.61,0.45,3,sales,high
0.65,0.57,3,sales,high
0.95,0.83,4,sales,high
0.63,0.64,5,sales,high
0.72,0.6,3,sales,high
0.8,0.57,3,sales,high
0.7,0.57,4,sales,high
0.45,0.79,5,accounting,high
0.64,0.85,4,accounting,low
0.94,0.48,4,accounting,low
0.57,0.76,4,hr,low
0.35,0.56,4,hr,low
0.75,0.81,2,hr,low
0.7,0.92,5,hr,low
0.7,0.47,2,technical,low
0.61,0.62,3,technical,low
0.78,0.87,4,technical,medium
0.97,0.77,4,technical,medium
0.51,0.76,3,technical,medium
0.56,0.71,5,technical,medium
0.87,0.55,3,technical,medium
0.64,0.78,5,technical,medium
0.6,0.85,2,technical,medium
0.9,0.76,2,technical,medium
0.54,0.62,2,technical,medium
0.23,0.8,5,support,medium
0.8,0.81,3,support,medium
0.23,0.78,4,support,medium
0.81,0.51,3,support,medium
0.35,0.6,5,support,medium
0.67,0.8,4,support,medium
0.46,0.6,4,support,medium
0.84,0.98,4,support,medium
0.92,0.79,3,support,medium
0.75,0.93,5,support,medium
0.7,0.57,4,support,medium
0.7,0.75,4,technical,medium
0.9,0.81,6,technical,medium
0.8,1,3,technical,medium
0.5,0.65,5,management,high
0.84,0.72,4,IT,low
0.48,0.94,3,IT,medium
0.98,0.87,5,IT,medium
0.64,0.96,3,IT,medium
0.58,0.53,4,IT,medium
0.66,0.89,4,product_mng,medium
0.76,0.98,4,product_mng,medium
0.32,0.42,6,product_mng,medium
0.49,0.87,3,product_mng,medium
0.81,0.51,3,IT,medium
0.42,0.48,5,RandD,medium
0.17,0.85,3,RandD,low
0.49,0.59,4,RandD,low
0.34,0.69,6,RandD,low
0.86,0.81,3,RandD,low
0.51,0.71,4,marketing,low
0.49,0.99,4,sales,low
0.49,0.63,3,accounting,low
0.51,0.59,3,support,high
0.64,0.52,3,technical,low
0.62,0.85,4,management,high
0.81,0.52,4,marketing,high
0.95,0.57,2,marketing,low
0.88,0.66,4,marketing,low
0.87,0.68,5,sales,high
0.73,0.68,5,sales,low
0.98,0.73,2,sales,medium
0.77,0.48,3,sales,high
0.76,0.99,3,sales,medium
0.21,0.93,4,sales,medium
0.72,0.63,4,sales,medium
0.41,0.56,2,sales,medium
0.9,0.56,3,sales,high
0.96,0.9,5,sales,medium
0.61,0.48,4,sales,medium
0.6,0.8,4,sales,medium
0.5,0.76,2,sales,high
0.79,0.61,4,sales,medium
0.32,0.69,6,sales,high
0.85,0.59,5,sales,low
0.9,0.62,5,sales,medium
0.74,0.54,4,sales,medium
0.21,0.76,6,sales,medium
0.91,0.61,3,accounting,medium
0.9,0.66,5,accounting,low
0.74,0.99,4,accounting,low
0.76,0.75,3,hr,low
0.45,0.61,5,hr,low
0.73,0.63,3,hr,low
0.6,0.73,3,hr,low
0.8,0.77,5,technical,low
0.53,0.7,4,technical,low
0.97,0.63,5,technical,low
0.64,0.99,3,technical,low
0.92,0.59,4,technical,high
0.6,0.57,5,technical,low
1,0.6,4,technical,low
0.69,0.63,4,technical,low
0.53,0.45,5,technical,low
0.63,0.58,4,technical,high
0.57,0.89,4,technical,low
0.79,0.45,5,support,low
0.68,0.92,4,support,low
0.56,0.61,3,support,high
0.48,0.51,3,support,low
0.59,0.67,4,support,medium
0.34,0.76,6,support,high
0.98,0.87,3,support,medium
0.36,0.45,2,support,high
0.6,0.58,2,support,medium
0.24,0.54,6,support,medium
0.67,0.72,4,support,medium
0.17,0.6,5,technical,medium
0.57,0.58,3,technical,medium
0.7,0.85,3,technical,medium
0.73,0.62,3,management,medium
0.61,0.86,4,IT,medium
0.95,0.96,4,IT,high
0.85,0.55,3,IT,low
0.72,0.9,3,IT,medium
0.84,0.66,4,IT,medium
0.57,0.47,2,product_mng,medium
0.69,0.69,3,product_mng,medium
0.57,0.68,4,product_mng,medium
0.52,0.59,6,product_mng,medium
0.56,0.55,3,IT,medium
0.75,0.74,3,RandD,medium
0.98,0.75,5,RandD,medium
0.48,0.55,4,RandD,high
0.35,0.67,2,RandD,low
0.66,0.93,4,RandD,low
0.79,0.9,5,marketing,low
0.86,0.53,4,marketing,high
0.88,1,5,sales,low
0.83,0.64,3,accounting,low
0.8,0.64,5,support,low
0.64,0.69,4,technical,high
0.72,0.59,4,management,low
0.67,0.61,3,marketing,low
0.75,0.7,4,marketing,low
0.65,0.95,4,marketing,low
0.98,0.98,5,sales,low
0.68,0.8,2,sales,low
0.52,0.37,3,sales,low
0.68,0.93,4,sales,medium
0.92,0.74,4,sales,medium
0.86,0.79,3,sales,medium
0.5,0.99,4,sales,medium
0.35,0.37,4,sales,medium
0.76,0.97,5,sales,medium
0.66,0.95,4,sales,medium
0.58,0.71,3,sales,medium
0.55,0.97,4,sales,medium
0.9,0.53,3,sales,medium
0.75,0.71,4,sales,medium
0.9,0.63,4,sales,medium
0.14,0.54,5,sales,high
0.86,0.57,4,sales,low
0.56,0.84,4,sales,medium
0.54,0.63,5,sales,medium
0.36,0.8,5,accounting,medium
0.82,0.59,3,accounting,medium
0.49,0.42,2,accounting,low
0.77,0.97,3,hr,low
0.64,0.83,4,hr,low
0.93,0.53,3,hr,low
0.96,0.94,5,hr,low
0.6,0.97,3,technical,low
0.58,0.55,3,technical,low
0.52,0.49,5,technical,low
0.74,0.79,5,technical,low
0.64,0.99,4,technical,low
0.93,0.59,3,technical,low
0.76,0.49,5,technical,low
0.5,0.54,4,technical,low
0.79,0.55,4,technical,low
0.97,0.95,5,technical,low
0.6,0.49,5,technical,low
0.84,0.73,5,support,low
0.75,0.99,5,support,low
0.24,0.91,4,support,low
0.24,0.91,5,support,low
0.51,0.58,5,support,low
0.5,0.88,4,support,medium
0.66,0.36,3,support,medium
0.97,0.77,3,support,medium
0.61,0.5,4,support,medium
0.77,0.49,4,support,medium
0.74,0.64,3,support,medium
0.92,0.98,4,technical,medium
0.78,0.99,2,technical,medium
0.56,0.57,3,technical,medium
0.82,0.63,3,management,medium
0.26,0.98,5,IT,medium
0.69,0.85,5,IT,medium
0.78,0.83,4,IT,high
0.67,0.86,3,IT,low
0.77,0.91,5,IT,medium
0.8,0.63,4,product_mng,medium
0.51,0.51,3,product_mng,medium
0.77,0.52,4,product_mng,medium
0.65,0.71,3,product_mng,low
0.58,0.53,3,IT,low
0.67,0.39,2,RandD,low
0.33,0.39,3,RandD,low
0.78,0.66,6,RandD,low
0.58,0.83,3,RandD,low
0.63,0.59,4,RandD,low
0.63,0.51,4,RandD,low
0.59,0.55,3,marketing,low
0.6,0.9,5,sales,low
0.93,0.9,5,accounting,low
0.78,0.77,2,support,low
0.65,0.6,3,technical,low
1,0.61,4,management,low
0.96,1,3,marketing,low
0.54,0.97,5,marketing,low
0.98,0.69,2,marketing,low
0.34,0.59,2,sales,low
0.71,0.53,5,sales,low
0.64,0.64,3,sales,low
0.71,0.93,2,sales,low
0.58,0.63,4,sales,medium
0.87,0.96,4,sales,medium
0.58,0.85,4,sales,medium
0.87,0.67,3,sales,medium
0.72,0.86,3,sales,medium
0.67,0.83,5,sales,medium
0.53,0.97,4,sales,medium
0.78,0.61,3,sales,medium
0.19,0.63,4,sales,medium
1,0.88,4,sales,medium
0.75,0.75,5,sales,medium
0.29,0.66,3,sales,medium
0.37,0.7,2,sales,high
0.78,0.5,3,sales,low
0.24,0.64,5,sales,medium
0.49,0.7,4,accounting,medium
0.18,0.64,6,accounting,medium
0.76,0.85,4,accounting,medium
0.5,0.97,4,hr,low
0.82,0.94,3,hr,low
0.97,0.94,3,hr,low
0.72,0.9,4,hr,low
0.98,0.64,4,technical,low
0.76,0.73,3,technical,low
0.72,0.88,3,technical,low
0.96,0.91,3,technical,low
0.62,0.78,3,technical,low
0.25,0.98,4,technical,low
0.82,0.56,5,technical,low
0.59,0.9,3,technical,low
0.94,0.73,3,technical,low
0.72,0.88,3,technical,low
0.53,0.78,5,technical,low
0.67,0.83,3,support,low
0.99,0.52,4,support,low
0.64,0.53,4,support,low
0.61,0.57,4,support,low
0.89,0.85,4,support,low
0.61,0.7,5,support,low
0.9,0.74,3,support,medium
0.96,0.51,5,support,medium
0.62,0.55,4,support,medium
0.89,0.57,3,support,medium
0.52,0.67,4,support,medium
0.66,0.99,3,technical,medium
0.96,0.6,5,technical,medium
0.95,0.89,5,technical,medium
0.75,0.98,4,management,medium
0.39,0.87,5,IT,medium
0.93,0.69,3,IT,medium
0.44,0.54,3,IT,medium
0.9,0.67,3,IT,high
0.75,0.81,3,IT,low
0.45,0.75,2,product_mng,medium
0.42,0.6,2,product_mng,medium
0.99,0.82,3,product_mng,medium
0.89,0.91,4,product_mng,medium
0.96,0.9,4,IT,low
0.5,0.46,3,RandD,low
0.59,0.59,3,RandD,low
0.57,0.69,3,RandD,low
1,0.87,3,RandD,low
0.6,0.59,5,RandD,low
0.21,0.85,6,RandD,low
0.63,0.83,4,marketing,low
0.8,0.82,3,sales,low
0.51,0.96,3,accounting,low
0.89,0.96,5,support,low
0.83,0.58,4,technical,low
0.77,0.74,6,management,low
0.79,0.99,4,marketing,low
0.63,0.85,5,marketing,low
0.68,0.48,5,marketing,low
0.74,0.69,4,sales,low
0.49,0.67,6,sales,low
0.46,0.55,3,sales,medium
0.9,0.91,5,sales,medium
0.7,0.67,5,sales,medium
0.84,0.71,4,sales,medium
0.89,0.77,4,sales,medium
0.59,0.87,4,sales,medium
0.57,0.72,3,sales,medium
0.53,0.49,3,sales,medium
0.83,0.89,4,sales,medium
0.51,0.66,4,sales,medium
0.78,0.61,4,sales,medium
0.52,0.69,3,sales,medium
0.42,0.5,5,sales,high
0.61,0.38,2,sales,low
0.85,1,3,sales,medium
0.17,0.85,6,sales,medium
0.79,0.52,3,sales,medium
0.56,0.98,3,accounting,medium
0.5,0.73,5,accounting,low
0.51,0.53,3,accounting,low
0.77,0.67,4,hr,low
0.84,0.9,3,hr,low
0.21,0.49,3,hr,low
0.65,0.57,5,hr,low
0.95,0.87,4,technical,low
0.8,0.75,4,technical,low
0.77,0.85,5,technical,low
0.57,0.7,3,technical,low
0.92,0.55,4,technical,low
1,0.71,5,technical,low
0.85,0.67,4,technical,low
0.57,0.8,4,technical,low
0.66,0.68,3,technical,low
0.85,0.8,4,technical,low
0.99,0.5,5,technical,low
0.91,0.82,4,support,low
0.96,0.97,4,support,low
0.49,0.52,4,support,low
0.39,0.85,5,support,low
0.87,0.74,4,support,medium
0.19,0.85,6,support,medium
0.9,0.83,3,support,medium
0.5,0.5,5,support,medium
0.7,0.9,5,support,medium
0.52,0.55,5,support,medium
0.71,0.69,3,support,medium
0.4,0.41,3,technical,medium
0.96,0.53,3,technical,medium
0.86,0.92,5,technical,medium
0.68,0.85,3,management,medium
0.56,0.64,3,IT,medium
0.65,0.56,3,IT,high
0.98,0.61,5,IT,low
0.18,0.51,5,IT,medium
0.66,0.65,4,IT,medium
0.14,0.51,5,product_mng,medium
0.94,0.8,5,product_mng,medium
0.56,1,3,product_mng,low
0.56,0.8,5,product_mng,low
0.59,0.89,5,IT,low
0.63,0.62,4,RandD,low
0.97,0.88,5,RandD,low
0.76,0.7,5,RandD,low
0.85,0.58,4,RandD,low
0.23,0.73,5,RandD,low
0.68,0.62,3,RandD,low
0.71,0.73,3,marketing,low
0.5,0.59,3,sales,low
0.61,0.7,3,accounting,low
0.99,0.65,3,support,low
0.97,0.86,5,technical,low
0.82,0.71,5,management,low
0.72,0.68,5,marketing,low
0.53,0.74,3,marketing,low
0.55,0.87,4,marketing,low
0.52,0.53,4,sales,low
0.8,0.81,5,sales,low
0.51,0.95,4,sales,low
0.66,0.65,4,sales,medium
0.56,0.43,2,sales,medium
0.5,0.84,3,sales,medium
0.94,0.78,3,sales,medium
0.42,0.8,4,sales,medium
0.6,0.61,3,sales,medium
0.55,0.71,4,sales,medium
0.76,0.72,3,sales,medium
0.84,0.74,3,sales,medium
0.33,0.62,4,sales,medium
0.61,0.95,3,sales,medium
0.91,0.93,5,sales,medium
0.73,0.74,4,sales,high
0.87,0.67,4,sales,low
0.38,0.42,2,sales,medium
0.8,0.51,4,sales,medium
0.69,0.8,5,accounting,medium
0.99,0.92,5,accounting,medium
0.92,0.76,5,accounting,low
0.6,0.88,3,hr,low
0.89,0.93,3,hr,low
0.91,0.93,3,hr,low
0.35,0.52,3,hr,low
0.88,0.68,5,technical,low
0.66,0.69,3,technical,low
0.21,0.55,4,technical,low
0.78,0.64,3,technical,medium
0.21,0.96,4,technical,medium
0.64,0.94,3,technical,medium
0.68,0.95,4,technical,medium
0.99,0.87,4,technical,medium
0.85,0.55,4,technical,medium
0.86,0.51,3,technical,medium
0.89,0.98,3,technical,medium
0.49,0.85,4,support,medium
0.76,0.97,4,support,medium
0.79,0.87,3,support,medium
0.89,0.64,4,support,medium
0.34,0.51,3,support,medium
0.81,0.92,3,support,medium
0.96,0.7,3,support,medium
0.7,0.87,3,support,medium
0.92,0.61,4,support,medium
0.5,0.76,4,support,medium
0.75,0.72,2,support,medium
0.42,0.38,2,technical,medium
0.29,0.4,6,technical,medium
0.91,0.48,3,technical,medium
0.55,0.97,4,management,medium
0.57,0.81,4,IT,medium
0.27,0.48,3,IT,medium
0.7,0.43,6,IT,high
0.63,0.68,4,IT,high
0.97,0.63,5,IT,high
0.28,0.52,3,product_mng,high
0.7,0.6,3,product_mng,high
0.83,0.51,4,product_mng,high
0.22,0.76,4,product_mng,high
0.55,0.47,3,IT,high
0.33,0.77,3,RandD,high
0.5,0.78,4,RandD,high
0.93,0.88,5,RandD,high
0.77,0.66,3,RandD,high
0.93,0.97,5,RandD,low
0.72,1,4,RandD,low
0.78,0.53,3,marketing,low
0.55,0.75,4,sales,low
0.39,0.86,3,accounting,low
0.67,0.78,3,support,low
0.61,0.89,3,technical,low
0.6,0.69,6,management,low
0.48,0.64,4,marketing,low
0.75,0.84,4,marketing,low
0.87,0.58,4,marketing,low
0.51,0.54,4,sales,low
0.63,0.9,4,sales,low
0.6,0.57,3,sales,low
0.7,0.99,3,sales,low
0.5,0.99,2,sales,medium
0.59,0.51,2,sales,medium
0.52,0.39,6,sales,medium
0.55,0.49,3,sales,medium
0.81,0.62,5,sales,medium
0.94,0.98,4,sales,medium
0.98,0.61,3,sales,medium
0.83,0.84,4,sales,medium
0.93,0.62,3,sales,medium
0.99,0.54,3,sales,medium
0.55,0.57,4,sales,medium
0.96,0.83,3,sales,medium
0.28,0.77,3,sales,high
0.97,0.6,6,sales,high
0.8,0.78,3,sales,high
0.75,0.55,2,accounting,high
0.89,0.88,3,accounting,high
0.6,0.76,5,accounting,high
0.73,0.98,3,hr,high
0.88,0.75,4,hr,high
0.5,0.7,3,hr,low
0.53,0.78,5,hr,low
0.95,0.43,6,technical,low
0.94,0.53,5,technical,low
0.49,0.8,3,technical,low
0.59,0.57,3,technical,low
0.51,0.91,3,technical,low
0.66,0.66,4,technical,low
0.76,0.94,4,technical,medium
0.12,0.59,3,technical,medium
0.84,0.65,3,technical,medium
0.94,0.81,3,technical,medium
0.63,0.84,4,technical,medium
0.79,0.99,4,support,medium
0.85,0.68,3,support,medium
0.74,0.52,3,support,medium
0.23,0.75,6,support,medium
0.62,0.51,4,support,medium
0.36,0.56,6,support,medium
0.7,0.83,4,support,medium
0.57,0.75,5,support,medium
0.83,0.99,3,support,medium
0.71,0.96,3,support,medium
0.23,0.72,6,support,medium
0.59,0.69,4,technical,medium
0.69,0.61,2,technical,medium
0.63,0.81,5,technical,medium
0.9,0.59,6,management,medium
0.31,0.57,4,IT,medium
0.92,0.62,3,IT,medium
0.96,0.87,4,IT,medium
0.66,0.51,6,IT,high
0.48,0.97,4,IT,low
0.15,0.55,3,product_mng,medium
0.59,0.79,3,product_mng,medium
0.66,0.85,6,product_mng,medium
0.69,0.92,5,product_mng,medium
0.65,0.79,4,IT,medium
0.58,0.94,5,RandD,medium
0.72,0.57,4,RandD,medium
0.65,0.99,5,RandD,medium
0.63,0.77,5,RandD,medium
0.55,0.87,3,RandD,medium
0.74,0.56,4,marketing,low
0.58,0.84,4,sales,low
0.71,0.72,4,accounting,low
0.83,0.37,5,support,low
0.63,0.52,3,technical,low
0.56,0.61,3,management,low
0.88,0.55,3,marketing,low
0.82,0.55,3,marketing,high
0.69,0.72,3,marketing,low
0.57,0.54,3,sales,high
0.75,0.69,3,sales,high
0.6,0.98,4,sales,low
0.96,0.92,3,sales,low
0.75,0.67,4,sales,high
1,0.61,6,sales,low
0.92,0.97,4,sales,medium
0.84,0.93,5,sales,high
0.82,0.77,4,sales,medium
0.74,0.42,3,sales,medium
0.21,0.39,2,sales,medium
0.62,0.64,5,sales,medium
0.54,0.48,3,sales,high
0.55,0.97,5,sales,medium
0.84,0.55,4,sales,medium
0.61,0.56,2,sales,medium
0.64,0.53,3,sales,high
0.92,0.51,3,sales,medium
0.86,0.87,3,sales,high
0.6,0.74,4,accounting,low
0.86,0.92,3,accounting,medium
0.55,0.51,3,accounting,medium
0.54,0.58,4,hr,medium
0.49,0.9,3,hr,medium
0.98,0.72,3,hr,low
0.55,0.55,5,hr,low
0.64,0.5,3,technical,low
0.54,0.53,4,technical,low
0.58,0.45,3,technical,low
0.57,0.37,3,technical,low
0.65,0.64,5,technical,low
0.6,0.4,3,technical,low
0.59,0.45,2,technical,low
0.77,0.5,4,technical,low
0.55,0.49,5,technical,high
0.5,0.6,4,technical,low
0.43,0.77,3,technical,low
0.58,0.84,3,support,low
0.66,0.68,4,support,low
0.7,0.8,5,support,high
0.82,0.54,4,support,low
0.49,0.49,4,support,low
0.99,0.79,4,support,low
0.96,0.73,3,support,high
0.7,0.57,3,support,low
0.22,0.89,6,support,medium
0.91,0.52,3,support,high
0.18,0.76,5,support,medium
0.84,0.68,4,technical,high
0.66,0.38,4,technical,medium
0.49,0.65,3,technical,medium
0.88,0.89,4,management,medium
0.69,0.91,6,IT,medium
0.83,0.75,3,IT,medium
0.56,0.84,4,IT,medium
0.95,0.77,5,IT,medium
0.56,1,3,IT,medium
0.93,0.73,3,product_mng,high
0.84,0.52,3,product_mng,low
0.84,0.48,3,product_mng,medium
0.52,0.65,4,product_mng,medium
0.98,0.8,4,IT,medium
0.66,0.64,5,RandD,medium
0.92,0.49,5,RandD,medium
0.71,0.8,5,RandD,medium
0.65,0.92,4,RandD,medium
0.23,0.47,4,RandD,medium
0.71,0.97,3,marketing,medium
0.21,0.65,4,marketing,high
0.7,0.72,2,sales,low
0.9,0.5,4,accounting,low
0.6,0.52,5,support,low
0.58,0.63,5,technical,high
0.73,0.72,5,management,low
0.56,0.67,4,marketing,low
0.97,0.57,3,marketing,low
0.92,0.91,3,marketing,high
0.77,0.68,3,sales,low
0.97,0.81,5,sales,low
0.7,0.69,5,sales,low
0.78,0.82,4,sales,low
0.77,0.87,3,sales,low
0.66,0.53,4,sales,low
0.25,0.98,6,sales,low
0.89,0.87,2,sales,medium
0.15,0.66,5,sales,medium
0.26,0.91,6,sales,medium
0.74,0.58,4,sales,medium
0.52,0.83,3,sales,medium
0.95,0.62,4,sales,medium
0.66,0.82,4,sales,medium
0.79,0.66,4,sales,medium
0.98,0.94,3,sales,medium
0.4,0.37,3,sales,medium
1,0.68,3,sales,medium
0.71,0.79,3,sales,medium
0.48,0.45,3,accounting,high
0.76,1,5,accounting,low
0.61,0.62,4,accounting,medium
0.74,0.9,4,hr,medium
0.24,0.94,6,hr,medium
0.79,0.97,3,hr,medium
0.75,0.98,3,hr,low
0.6,0.98,4,technical,low
0.72,0.95,4,technical,low
1,0.6,4,technical,low
0.55,0.88,3,technical,low
0.3,0.98,2,technical,low
0.89,0.59,3,technical,low
0.84,0.84,5,technical,low
0.67,0.64,4,technical,low
0.15,0.48,6,technical,low
0.59,0.75,4,technical,low
0.5,0.59,4,technical,low
0.23,0.68,5,support,low
0.95,0.58,5,support,low
0.31,0.53,2,support,low
0.47,0.55,5,support,low
0.26,0.95,3,support,low
0.55,0.64,6,support,low
0.89,0.58,3,support,low
0.88,0.68,3,support,low
0.98,0.62,5,support,low
0.96,0.48,3,support,medium
0.85,0.65,3,support,medium
0.96,0.85,3,technical,medium
0.85,0.88,3,technical,medium
0.59,0.93,5,technical,medium
0.51,0.5,4,management,medium
0.5,0.75,3,IT,medium
0.53,0.59,3,IT,medium
0.44,0.83,4,IT,medium
0.99,0.55,3,IT,medium
0.73,0.83,4,IT,medium
0.51,0.71,5,product_mng,medium
0.5,0.84,3,product_mng,high
0.52,0.76,4,product_mng,low
0.74,0.74,5,product_mng,medium
0.69,0.89,2,IT,medium
0.22,0.65,5,RandD,medium
0.49,0.89,4,RandD,medium
0.7,0.57,5,RandD,low
0.68,0.63,4,RandD,low
0.66,0.84,5,RandD,low
0.99,0.58,4,marketing,low
0.88,0.59,4,sales,low
0.2,0.54,4,accounting,low
0.56,0.44,2,support,low
0.68,0.85,4,technical,low
0.85,0.6,3,management,low
0.95,0.95,4,marketing,low
0.6,0.77,4,marketing,low
0.61,0.53,4,marketing,low
0.55,0.55,4,sales,low
0.64,0.78,5,sales,low
0.64,0.6,3,sales,low
0.87,0.54,4,sales,low
0.2,0.9,3,sales,low
0.99,0.64,4,sales,low
0.96,0.7,2,sales,low
0.53,0.65,3,sales,low
0.7,0.39,6,sales,low
0.68,0.61,6,sales,medium
0.96,0.48,4,sales,medium
0.64,0.64,4,sales,medium
0.86,0.65,5,sales,medium
0.87,0.84,3,sales,medium
0.53,0.56,4,sales,medium
0.72,0.98,4,sales,medium
0.83,0.59,4,sales,medium
0.97,0.54,5,sales,medium
0.92,0.76,3,sales,medium
0.82,0.95,6,accounting,medium
0.59,0.56,4,accounting,medium
0.84,0.95,5,accounting,high
0.71,0.84,3,hr,low
0.49,0.98,3,hr,medium
0.78,0.61,3,hr,medium
0.84,0.81,4,hr,medium
0.85,0.96,5,technical,medium
0.87,0.93,4,technical,low
0.94,0.84,5,technical,low
0.82,0.97,4,technical,low
0.78,0.78,3,technical,low
0.47,0.55,4,technical,low
0.5,0.48,2,technical,low
0.75,0.82,4,technical,low
0.36,0.39,3,technical,low
0.91,0.61,3,technical,low
0.87,0.68,3,technical,low
0.97,0.94,3,support,low
0.71,0.65,3,support,low
0.83,0.65,3,support,low
0.42,0.51,3,support,low
0.53,0.51,4,support,low
0.56,0.88,4,support,low
0.26,0.7,5,support,low
0.53,0.49,4,support,low
0.99,0.73,4,support,low
0.48,0.43,3,support,low
0.91,0.5,3,support,low
0.76,0.79,3,technical,medium
0.67,0.8,4,technical,medium
0.58,0.6,4,technical,medium
0.57,0.78,4,management,medium
0.55,0.57,5,IT,medium
0.79,0.49,3,IT,medium
0.48,0.98,3,IT,medium
0.68,0.69,4,IT,medium
0.19,0.64,5,IT,medium
0.99,0.48,3,product_mng,medium
0.3,0.76,5,product_mng,medium
0.81,0.85,4,product_mng,medium
0.58,0.74,4,product_mng,high
0.74,0.61,3,IT,low
0.59,0.74,5,RandD,medium
0.46,0.63,2,RandD,medium
0.58,0.43,3,RandD,medium
0.77,0.95,3,RandD,medium
0.79,0.77,4,RandD,low
0.51,0.95,3,marketing,low
0.7,0.58,3,sales,low
0.84,0.73,5,accounting,low
0.19,0.9,5,support,low
0.9,0.52,4,technical,low
0.19,0.91,5,management,low
0.96,0.53,3,marketing,low
0.87,1,3,marketing,low
0.5,0.89,5,marketing,low
0.88,0.58,2,sales,low
0.55,0.99,3,sales,low
0.89,0.86,3,sales,low
0.58,0.69,3,sales,low
0.58,0.96,5,sales,low
0.34,0.88,5,sales,low
0.54,0.65,5,sales,low
0.59,0.54,4,sales,low
0.88,0.96,4,sales,medium
0.72,0.69,4,sales,medium
0.79,0.75,4,sales,medium
0.51,0.73,4,sales,medium
0.84,0.84,3,sales,medium
0.95,0.67,4,sales,medium
0.58,0.88,5,sales,medium
0.69,0.98,3,sales,medium
0.17,0.64,6,sales,medium
0.81,0.72,3,sales,medium
0.41,0.5,3,sales,medium
0.12,0.42,3,accounting,medium
0.71,0.6,4,accounting,high
0.32,0.69,5,accounting,low
0.83,0.98,5,hr,medium
0.74,0.92,4,hr,medium
0.67,0.85,4,hr,medium
0.85,0.56,3,hr,medium
0.49,0.75,4,technical,low
0.7,0.74,4,technical,low
0.44,0.58,4,technical,low
0.5,0.87,5,technical,low
0.63,0.74,5,technical,low
0.87,0.77,4,technical,low
0.82,0.53,4,technical,low
0.97,0.89,4,technical,low
0.9,0.81,4,technical,low
0.41,0.5,6,technical,low
0.58,0.94,4,technical,low
0.77,0.5,5,support,low
0.89,0.75,4,support,low
0.64,0.72,4,support,low
0.31,0.79,2,support,low
0.6,0.88,4,support,low
0.2,1,3,support,low
0.13,0.6,3,support,low
0.95,0.9,3,support,low
0.15,0.96,5,support,low
0.22,0.98,4,support,low
0.33,0.51,2,support,medium
0.23,0.96,4,technical,medium
0.85,0.79,4,technical,medium
0.79,0.57,3,technical,medium
0.6,0.6,4,management,medium
0.89,0.74,5,IT,medium
0.65,0.92,3,IT,medium
0.61,0.7,4,IT,medium
0.4,0.79,5,IT,medium
0.49,0.57,3,IT,medium
0.95,0.75,3,product_mng,medium
0.85,1,5,product_mng,medium
0.24,0.39,4,product_mng,high
0.85,0.99,5,product_mng,low
0.99,0.98,5,IT,medium
0.49,0.49,4,RandD,medium
0.56,0.73,3,RandD,medium
0.65,0.66,6,RandD,medium
0.62,0.68,3,RandD,low
0.78,0.68,4,RandD,low
0.54,0.7,3,marketing,low
0.61,0.77,4,sales,low
0.49,0.99,6,accounting,low
0.29,0.85,2,support,low
0.64,0.79,4,technical,low
0.93,0.94,4,management,low
0.16,0.66,6,marketing,low
0.68,0.85,5,marketing,low
0.71,0.8,2,marketing,low
0.62,0.82,5,sales,low
0.74,0.75,2,sales,low
0.81,0.5,3,sales,low
0.2,0.82,4,sales,low
0.51,0.91,4,sales,low
0.55,0.99,4,sales,low
0.45,0.41,3,sales,low
0.91,0.61,4,sales,low
0.73,0.59,6,sales,low
0.98,0.88,4,sales,low
0.62,0.65,4,sales,medium
0.57,0.62,3,sales,medium
0.99,0.57,3,sales,medium
0.82,0.68,2,sales,medium
0.24,0.81,4,sales,medium
0.84,0.73,5,sales,medium
0.9,0.55,3,sales,medium
0.13,0.73,5,sales,medium
0.6,0.67,3,sales,medium
0.72,0.87,4,accounting,medium
0.68,0.61,4,accounting,medium
0.51,0.72,3,accounting,medium
0.74,0.58,3,hr,high
0.86,0.73,3,hr,low
0.85,0.51,3,hr,medium
0.63,0.85,2,hr,medium
0.74,0.87,3,technical,medium
